Sexo;Provincias;Tasas;Periodo;Total
Ambos sexos;28 Madrid;Tasa de actividad;2022T2;63,79
Ambos sexos;28 Madrid;Tasa de actividad;2022T1;63,90
Ambos sexos;28 Madrid;Tasa de actividad;2021T4;63,06
Ambos sexos;28 Madrid;Tasa de actividad;2021T3;63,53
Ambos sexos;28 Madrid;Tasa de actividad;2021T2;63,64
Ambos sexos;28 Madrid;Tasa de actividad;2021T1;63,31
Ambos sexos;28 Madrid;Tasa de paro de la población;2023T4;9,72
Ambos sexos;28 Madrid;Tasa de paro de la población;2023T3;10,53
Ambos sexos;28 Madrid;Tasa de paro de la población;2023T2;9,56
Ambos sexos;28 Madrid;Tasa de paro de la población;2023T1;11,01
Ambos sexos;28 Madrid;Tasa de paro de la población;2022T4;11,51
Ambos sexos;28 Madrid;Tasa de paro de la población;2022T3;11,33
Ambos sexos;28 Madrid;Tasa de paro de la población;2022T2;10,18
Ambos sexos;28 Madrid;Tasa de paro de la población;2022T1;11,85
Ambos sexos;28 Madrid;Tasa de paro de la población;2021T4;10,12
Ambos sexos;28 Madrid;Tasa de paro de la población;2021T3;11,84
Ambos sexos;28 Madrid;Tasa de paro de la población;2021T2;12,09
Ambos sexos;28 Madrid;Tasa de paro de la población;2021T1;12,15
Ambos sexos;28 Madrid;Tasa de empleo de la población;2023T4;57,42
Ambos sexos;28 Madrid;Tasa de empleo de la población;2023T3;56,64
Ambos sexos;28 Madrid;Tasa de empleo de la población;2023T2;57,36
Ambos sexos;28 Madrid;Tasa de empleo de la población;2023T1;56,32
Ambos sexos;28 Madrid;Tasa de empleo de la población;2022T4;55,93
Ambos sexos;28 Madrid;Tasa de empleo de la población;2022T3;55,78
Ambos sexos;28 Madrid;Tasa de empleo de la población;2022T2;57,29
Ambos sexos;28 Madrid;Tasa de empleo de la población;2022T1;56,33
Ambos sexos;28 Madrid;Tasa de empleo de la población;2021T4;56,68
Ambos sexos;28 Madrid;Tasa de empleo de la población;2021T3;56,00
Ambos sexos;28 Madrid;Tasa de empleo de la población;2021T2;55,95
Ambos sexos;28 Madrid;Tasa de empleo de la población;2021T1;55,62
Ambos sexos;29 Málaga;Tasa de actividad;2023T4;58,27
Ambos sexos;29 Málaga;Tasa de actividad;2023T3;58,77
Ambos sexos;29 Málaga;Tasa de actividad;2023T2;58,21
Ambos sexos;29 Málaga;Tasa de actividad;2023T1;57,64
Ambos sexos;29 Málaga;Tasa de actividad;2022T4;57,17
Ambos sexos;29 Málaga;Tasa de actividad;2022T3;57,39
Ambos sexos;29 Málaga;Tasa de actividad;2022T2;56,97
Ambos sexos;29 Málaga;Tasa de actividad;2022T1;56,41
Ambos sexos;29 Málaga;Tasa de actividad;2021T4;58,31
Ambos sexos;29 Málaga;Tasa de actividad;2021T3;57,86
Ambos sexos;29 Málaga;Tasa de actividad;2021T2;56,63
Ambos sexos;29 Málaga;Tasa de actividad;2021T1;55,92
Ambos sexos;29 Málaga;Tasa de paro de la población;2023T4;16,49
Ambos sexos;29 Málaga;Tasa de paro de la población;2023T3;16,05
Ambos sexos;29 Málaga;Tasa de paro de la población;2023T2;15,82
Ambos sexos;29 Málaga;Tasa de paro de la población;2023T1;18,41
Ambos sexos;29 Málaga;Tasa de paro de la población;2022T4;19,37
Ambos sexos;29 Málaga;Tasa de paro de la población;2022T3;15,89
Ambos sexos;29 Málaga;Tasa de paro de la población;2022T2;17,76
Ambos sexos;29 Málaga;Tasa de paro de la población;2022T1;20,16
Ambos sexos;29 Málaga;Tasa de paro de la población;2021T4;19,79
Ambos sexos;29 Málaga;Tasa de paro de la población;2021T3;20,18
Ambos sexos;29 Málaga;Tasa de paro de la población;2021T2;19,08
Ambos sexos;29 Málaga;Tasa de paro de la población;2021T1;22,42
Ambos sexos;29 Málaga;Tasa de empleo de la población;2023T4;48,66
Ambos sexos;29 Málaga;Tasa de empleo de la población;2023T3;49,33
Ambos sexos;29 Málaga;Tasa de empleo de la población;2023T2;49,00
Ambos sexos;29 Málaga;Tasa de empleo de la población;2023T1;47,03
Ambos sexos;29 Málaga;Tasa de empleo de la población;2022T4;46,10
Ambos sexos;29 Málaga;Tasa de empleo de la población;2022T3;48,27
Ambos sexos;29 Málaga;Tasa de empleo de la población;2022T2;46,85
Ambos sexos;29 Málaga;Tasa de empleo de la población;2022T1;45,03
Ambos sexos;29 Málaga;Tasa de empleo de la población;2021T4;46,77
Ambos sexos;29 Málaga;Tasa de empleo de la población;2021T3;46,18
Ambos sexos;29 Málaga;Tasa de empleo de la población;2021T2;45,83
Ambos sexos;29 Málaga;Tasa de empleo de la población;2021T1;43,39
Ambos sexos;30 Murcia;Tasa de actividad;2023T4;59,34
Ambos sexos;30 Murcia;Tasa de actividad;2023T3;60,52
Ambos sexos;30 Murcia;Tasa de actividad;2023T2;59,54
Ambos sexos;30 Murcia;Tasa de actividad;2023T1;59,27
Ambos sexos;30 Murcia;Tasa de actividad;2022T4;59,66
Ambos sexos;30 Murcia;Tasa de actividad;2022T3;59,68
Ambos sexos;30 Murcia;Tasa de actividad;2022T2;59,93
Ambos sexos;30 Murcia;Tasa de actividad;2022T1;59,54
Ambos sexos;30 Murcia;Tasa de actividad;2021T4;59,99
Ambos sexos;30 Murcia;Tasa de actividad;2021T3;61,61
Ambos sexos;30 Murcia;Tasa de actividad;2021T2;60,38
Ambos sexos;30 Murcia;Tasa de actividad;2021T1;59,33
Ambos sexos;30 Murcia;Tasa de paro de la población;2023T4;11,32
Ambos sexos;30 Murcia;Tasa de paro de la población;2023T3;13,39
Ambos sexos;30 Murcia;Tasa de paro de la población;2023T2;12,35
Ambos sexos;30 Murcia;Tasa de paro de la población;2023T1;13,48
Ambos sexos;30 Murcia;Tasa de paro de la población;2022T4;12,89
Ambos sexos;30 Murcia;Tasa de paro de la población;2022T3;14,54
Ambos sexos;30 Murcia;Tasa de paro de la población;2022T2;12,18
Ambos sexos;30 Murcia;Tasa de paro de la población;2022T1;13,44
Ambos sexos;30 Murcia;Tasa de paro de la población;2021T4;12,92
Ambos sexos;30 Murcia;Tasa de paro de la población;2021T3;14,65
Ambos sexos;30 Murcia;Tasa de paro de la población;2021T2;13,15
Ambos sexos;30 Murcia;Tasa de paro de la población;2021T1;16,42
Ambos sexos;30 Murcia;Tasa de empleo de la población;2023T4;52,62
Ambos sexos;30 Murcia;Tasa de empleo de la población;2023T3;52,41
Ambos sexos;30 Murcia;Tasa de empleo de la población;2023T2;52,19
Ambos sexos;30 Murcia;Tasa de empleo de la población;2023T1;51,28
Ambos sexos;30 Murcia;Tasa de empleo de la población;2022T4;51,96
Ambos sexos;30 Murcia;Tasa de empleo de la población;2022T3;51,00
Ambos sexos;30 Murcia;Tasa de empleo de la población;2022T2;52,63
Ambos sexos;30 Murcia;Tasa de empleo de la población;2022T1;51,54
Ambos sexos;30 Murcia;Tasa de empleo de la población;2021T4;52,24
Ambos sexos;30 Murcia;Tasa de empleo de la población;2021T3;52,58
Ambos sexos;30 Murcia;Tasa de empleo de la población;2021T2;52,44
Ambos sexos;30 Murcia;Tasa de empleo de la población;2021T1;49,59
Ambos sexos;31 Navarra;Tasa de actividad;2023T4;59,07
Ambos sexos;31 Navarra;Tasa de actividad;2023T3;59,51
Ambos sexos;31 Navarra;Tasa de actividad;2023T2;58,84
Ambos sexos;31 Navarra;Tasa de actividad;2023T1;58,78
Ambos sexos;31 Navarra;Tasa de actividad;2022T4;59,33
Ambos sexos;31 Navarra;Tasa de actividad;2022T3;58,63
Ambos sexos;31 Navarra;Tasa de actividad;2022T2;58,70
Ambos sexos;31 Navarra;Tasa de actividad;2022T1;59,24
Ambos sexos;31 Navarra;Tasa de actividad;2021T4;58,85
Ambos sexos;31 Navarra;Tasa de actividad;2021T3;59,08
Ambos sexos;31 Navarra;Tasa de actividad;2021T2;58,47
Ambos sexos;31 Navarra;Tasa de actividad;2021T1;57,88
Ambos sexos;31 Navarra;Tasa de paro de la población;2023T4;9,32
Ambos sexos;31 Navarra;Tasa de paro de la población;2023T3;9,29
Ambos sexos;31 Navarra;Tasa de paro de la población;2023T2;8,79
Ambos sexos;31 Navarra;Tasa de paro de la población;2023T1;12,13
Ambos sexos;31 Navarra;Tasa de paro de la población;2022T4;10,09
Ambos sexos;31 Navarra;Tasa de paro de la población;2022T3;8,99
Ambos sexos;31 Navarra;Tasa de paro de la población;2022T2;8,76
Ambos sexos;31 Navarra;Tasa de paro de la población;2022T1;10,44
Ambos sexos;31 Navarra;Tasa de paro de la población;2021T4;9,93
Ambos sexos;31 Navarra;Tasa de paro de la población;2021T3;10,70
Ambos sexos;31 Navarra;Tasa de paro de la población;2021T2;10,30
Ambos sexos;31 Navarra;Tasa de paro de la población;2021T1;11,45
Ambos sexos;31 Navarra;Tasa de empleo de la población;2023T4;53,56
Ambos sexos;31 Navarra;Tasa de empleo de la población;2023T3;53,98
Ambos sexos;31 Navarra;Tasa de empleo de la población;2023T2;53,67
Ambos sexos;31 Navarra;Tasa de empleo de la población;2023T1;51,65
Ambos sexos;31 Navarra;Tasa de empleo de la población;2022T4;53,35
Ambos sexos;31 Navarra;Tasa de empleo de la población;2022T3;53,35
Ambos sexos;31 Navarra;Tasa de empleo de la población;2022T2;53,56
Ambos sexos;31 Navarra;Tasa de empleo de la población;2022T1;53,06
Ambos sexos;31 Navarra;Tasa de empleo de la población;2021T4;53,00
Ambos sexos;31 Navarra;Tasa de empleo de la población;2021T3;52,76
Ambos sexos;31 Navarra;Tasa de empleo de la población;2021T2;52,45
Ambos sexos;31 Navarra;Tasa de empleo de la población;2021T1;51,26
Ambos sexos;32 Ourense;Tasa de actividad;2023T4;49,40
Ambos sexos;32 Ourense;Tasa de actividad;2023T3;48,97
Ambos sexos;32 Ourense;Tasa de actividad;2023T2;49,20
Ambos sexos;32 Ourense;Tasa de actividad;2023T1;47,58
Ambos sexos;32 Ourense;Tasa de actividad;2022T4;47,61
Ambos sexos;32 Ourense;Tasa de actividad;2022T3;49,27
Ambos sexos;32 Ourense;Tasa de actividad;2022T2;48,99
Ambos sexos;32 Ourense;Tasa de actividad;2022T1;48,49
Ambos sexos;32 Ourense;Tasa de actividad;2021T4;48,18
Ambos sexos;32 Ourense;Tasa de actividad;2021T3;48,58
Ambos sexos;32 Ourense;Tasa de actividad;2021T2;48,06
Ambos sexos;32 Ourense;Tasa de actividad;2021T1;47,86
Ambos sexos;32 Ourense;Tasa de paro de la población;2023T4;9,77
Ambos sexos;32 Ourense;Tasa de paro de la población;2023T3;8,64
Ambos sexos;32 Ourense;Tasa de paro de la población;2023T2;9,05
Ambos sexos;32 Ourense;Tasa de paro de la población;2023T1;11,43
Ambos sexos;32 Ourense;Tasa de paro de la población;2022T4;11,64
Ambos sexos;32 Ourense;Tasa de paro de la población;2022T3;11,52
Ambos sexos;32 Ourense;Tasa de paro de la población;2022T2;10,84
Ambos sexos;32 Ourense;Tasa de paro de la población;2022T1;11,66
Ambos sexos;32 Ourense;Tasa de paro de la población;2021T4;10,21
Ambos sexos;32 Ourense;Tasa de paro de la población;2021T3;9,77
Ambos sexos;32 Ourense;Tasa de paro de la población;2021T2;12,59
Ambos sexos;32 Ourense;Tasa de paro de la población;2021T1;11,63
Ambos sexos;32 Ourense;Tasa de empleo de la población;2023T4;44,57
Ambos sexos;32 Ourense;Tasa de empleo de la población;2023T3;44,74
Ambos sexos;32 Ourense;Tasa de empleo de la población;2023T2;44,74
Ambos sexos;32 Ourense;Tasa de empleo de la población;2023T1;42,14
Ambos sexos;32 Ourense;Tasa de empleo de la población;2022T4;42,07
Ambos sexos;32 Ourense;Tasa de empleo de la población;2022T3;43,59
Ambos sexos;32 Ourense;Tasa de empleo de la población;2022T2;43,68
Ambos sexos;32 Ourense;Tasa de empleo de la población;2022T1;42,84
Ambos sexos;32 Ourense;Tasa de empleo de la población;2021T4;43,26
Ambos sexos;32 Ourense;Tasa de empleo de la población;2021T3;43,84
Ambos sexos;32 Ourense;Tasa de empleo de la población;2021T2;42,01
Ambos sexos;32 Ourense;Tasa de empleo de la población;2021T1;42,29
Ambos sexos;34 Palencia;Tasa de actividad;2023T4;55,52
Ambos sexos;34 Palencia;Tasa de actividad;2023T3;55,41
Ambos sexos;34 Palencia;Tasa de actividad;2023T2;55,54
Ambos sexos;34 Palencia;Tasa de actividad;2023T1;54,62
Ambos sexos;34 Palencia;Tasa de actividad;2022T4;55,84
Ambos sexos;34 Palencia;Tasa de actividad;2022T3;57,21
Ambos sexos;34 Palencia;Tasa de actividad;2022T2;55,84
Ambos sexos;34 Palencia;Tasa de actividad;2022T1;53,51
Ambos sexos;34 Palencia;Tasa de actividad;2021T4;54,01
Ambos sexos;34 Palencia;Tasa de actividad;2021T3;54,15
Ambos sexos;34 Palencia;Tasa de actividad;2021T2;54,21
Ambos sexos;34 Palencia;Tasa de actividad;2021T1;52,72
Ambos sexos;34 Palencia;Tasa de paro de la población;2023T4;6,92
Ambos sexos;34 Palencia;Tasa de paro de la población;2023T3;6,61
Ambos sexos;34 Palencia;Tasa de paro de la población;2023T2;8,59
Ambos sexos;34 Palencia;Tasa de paro de la población;2023T1;10,39
Ambos sexos;34 Palencia;Tasa de paro de la población;2022T4;8,50
Ambos sexos;34 Palencia;Tasa de paro de la población;2022T3;7,28
Ambos sexos;34 Palencia;Tasa de paro de la población;2022T2;10,52
Ambos sexos;34 Palencia;Tasa de paro de la población;2022T1;10,17
Ambos sexos;34 Palencia;Tasa de paro de la población;2021T4;9,47
Ambos sexos;34 Palencia;Tasa de paro de la población;2021T3;8,81
Ambos sexos;34 Palencia;Tasa de paro de la población;2021T2;9,53
Ambos sexos;34 Palencia;Tasa de paro de la población;2021T1;11,00
Ambos sexos;34 Palencia;Tasa de empleo de la población;2023T4;51,68
Ambos sexos;34 Palencia;Tasa de empleo de la población;2023T3;51,75
Ambos sexos;34 Palencia;Tasa de empleo de la población;2023T2;50,77
Ambos sexos;34 Palencia;Tasa de empleo de la población;2023T1;48,95
Ambos sexos;34 Palencia;Tasa de empleo de la población;2022T4;51,10
Ambos sexos;34 Palencia;Tasa de empleo de la población;2022T3;53,05
Ambos sexos;34 Palencia;Tasa de empleo de la población;2022T2;49,97
Ambos sexos;34 Palencia;Tasa de empleo de la población;2022T1;48,07
Ambos sexos;34 Palencia;Tasa de empleo de la población;2021T4;48,90
Ambos sexos;34 Palencia;Tasa de empleo de la población;2021T3;49,38
Ambos sexos;34 Palencia;Tasa de empleo de la población;2021T2;49,05
Ambos sexos;34 Palencia;Tasa de empleo de la población;2021T1;46,92
Ambos sexos;35 Palmas, Las;Tasa de actividad;2023T4;61,58
Ambos sexos;35 Palmas, Las;Tasa de actividad;2023T3;60,49
Ambos sexos;35 Palmas, Las;Tasa de actividad;2023T2;60,29
Ambos sexos;35 Palmas, Las;Tasa de actividad;2023T1;62,30
Ambos sexos;35 Palmas, Las;Tasa de actividad;2022T4;60,90
Ambos sexos;35 Palmas, Las;Tasa de actividad;2022T3;61,45
Ambos sexos;35 Palmas, Las;Tasa de actividad;2022T2;60,59
Ambos sexos;35 Palmas, Las;Tasa de actividad;2022T1;60,06
Ambos sexos;35 Palmas, Las;Tasa de actividad;2021T4;60,62
Ambos sexos;35 Palmas, Las;Tasa de actividad;2021T3;60,88
Ambos sexos;35 Palmas, Las;Tasa de actividad;2021T2;57,46
Ambos sexos;35 Palmas, Las;Tasa de actividad;2021T1;55,35
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2023T4;15,48
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2023T3;14,64
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2023T2;14,40
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2023T1;15,28
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2022T4;13,28
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2022T3;17,63
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2022T2;18,06
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2022T1;20,51
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2021T4;18,18
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2021T3;24,27
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2021T2;23,86
Ambos sexos;35 Palmas, Las;Tasa de paro de la población;2021T1;25,65
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2023T4;52,05
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2023T3;51,63
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2023T2;51,61
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2023T1;52,78
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2022T4;52,81
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2022T3;50,61
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2022T2;49,65
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2022T1;47,74
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2021T4;49,60
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2021T3;46,10
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2021T2;43,75
Ambos sexos;35 Palmas, Las;Tasa de empleo de la población;2021T1;41,16
Ambos sexos;36 Pontevedra;Tasa de actividad;2023T4;54,39
Ambos sexos;36 Pontevedra;Tasa de actividad;2023T3;54,93
Ambos sexos;36 Pontevedra;Tasa de actividad;2023T2;54,28
Ambos sexos;36 Pontevedra;Tasa de actividad;2023T1;53,87
Ambos sexos;36 Pontevedra;Tasa de actividad;2022T4;53,97
Ambos sexos;36 Pontevedra;Tasa de actividad;2022T3;53,81
Ambos sexos;36 Pontevedra;Tasa de actividad;2022T2;53,96
Ambos sexos;36 Pontevedra;Tasa de actividad;2022T1;54,23
Ambos sexos;36 Pontevedra;Tasa de actividad;2021T4;53,35
Ambos sexos;36 Pontevedra;Tasa de actividad;2021T3;54,36
Ambos sexos;36 Pontevedra;Tasa de actividad;2021T2;53,65
Ambos sexos;36 Pontevedra;Tasa de actividad;2021T1;53,09
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2023T4;10,41
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2023T3;10,78
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2023T2;10,72
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2023T1;11,71
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2022T4;11,70
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2022T3;13,16
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2022T2;12,41
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2022T1;13,52
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2021T4;12,69
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2021T3;13,16
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2021T2;14,65
Ambos sexos;36 Pontevedra;Tasa de paro de la población;2021T1;15,22
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2023T4;48,73
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2023T3;49,01
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2023T2;48,46
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2023T1;47,56
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2022T4;47,66
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2022T3;46,73
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2022T2;47,26
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2022T1;46,90
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2021T4;46,58
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2021T3;47,21
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2021T2;45,79
Ambos sexos;36 Pontevedra;Tasa de empleo de la población;2021T1;45,01
Ambos sexos;26 Rioja, La;Tasa de actividad;2023T4;58,46
Ambos sexos;26 Rioja, La;Tasa de actividad;2023T3;60,02
Ambos sexos;26 Rioja, La;Tasa de actividad;2023T2;59,21
Ambos sexos;26 Rioja, La;Tasa de actividad;2023T1;59,59
Ambos sexos;26 Rioja, La;Tasa de actividad;2022T4;59,71
Ambos sexos;26 Rioja, La;Tasa de actividad;2022T3;59,39
Ambos sexos;26 Rioja, La;Tasa de actividad;2022T2;60,27
Ambos sexos;26 Rioja, La;Tasa de actividad;2022T1;59,99
Ambos sexos;26 Rioja, La;Tasa de actividad;2021T4;59,73
Ambos sexos;26 Rioja, La;Tasa de actividad;2021T3;60,60
Ambos sexos;26 Rioja, La;Tasa de actividad;2021T2;60,83
Ambos sexos;26 Rioja, La;Tasa de actividad;2021T1;58,61
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2023T4;9,52
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2023T3;9,61
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2023T2;7,46
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2023T1;10,06
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2022T4;8,60
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2022T3;8,03
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2022T2;10,19
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2022T1;11,21
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2021T4;10,45
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2021T3;12,21
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2021T2;11,52
Ambos sexos;26 Rioja, La;Tasa de paro de la población;2021T1;11,90
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2023T4;52,89
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2023T3;54,26
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2023T2;54,80
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2023T1;53,59
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2022T4;54,58
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2022T3;54,62
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2022T2;54,13
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2022T1;53,27
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2021T4;53,49
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2021T3;53,21
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2021T2;53,82
Ambos sexos;26 Rioja, La;Tasa de empleo de la población;2021T1;51,63
Ambos sexos;37 Salamanca;Tasa de actividad;2023T4;53,44
Ambos sexos;37 Salamanca;Tasa de actividad;2023T3;55,12
Ambos sexos;37 Salamanca;Tasa de actividad;2023T2;54,17
Ambos sexos;37 Salamanca;Tasa de actividad;2023T1;54,23
Ambos sexos;37 Salamanca;Tasa de actividad;2022T4;54,45
Ambos sexos;37 Salamanca;Tasa de actividad;2022T3;54,45
Ambos sexos;37 Salamanca;Tasa de actividad;2022T2;55,83
Ambos sexos;37 Salamanca;Tasa de actividad;2022T1;55,05
Ambos sexos;37 Salamanca;Tasa de actividad;2021T4;53,94
Ambos sexos;37 Salamanca;Tasa de actividad;2021T3;55,02
Ambos sexos;37 Salamanca;Tasa de actividad;2021T2;53,02
Ambos sexos;37 Salamanca;Tasa de actividad;2021T1;52,92
Ambos sexos;37 Salamanca;Tasa de paro de la población;2023T4;10,56
Ambos sexos;37 Salamanca;Tasa de paro de la población;2023T3;11,23
Ambos sexos;37 Salamanca;Tasa de paro de la población;2023T2;9,99
Ambos sexos;37 Salamanca;Tasa de paro de la población;2023T1;10,67
Ambos sexos;37 Salamanca;Tasa de paro de la población;2022T4;10,42
Ambos sexos;37 Salamanca;Tasa de paro de la población;2022T3;11,11
Ambos sexos;37 Salamanca;Tasa de paro de la población;2022T2;10,30
Ambos sexos;37 Salamanca;Tasa de paro de la población;2022T1;12,18
Ambos sexos;37 Salamanca;Tasa de paro de la población;2021T4;11,45
Ambos sexos;37 Salamanca;Tasa de paro de la población;2021T3;12,56
Ambos sexos;37 Salamanca;Tasa de paro de la población;2021T2;12,72
Ambos sexos;37 Salamanca;Tasa de paro de la población;2021T1;16,24
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2023T4;47,80
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2023T3;48,92
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2023T2;48,76
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2023T1;48,44
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2022T4;48,77
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2022T3;48,39
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2022T2;50,08
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2022T1;48,35
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2021T4;47,76
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2021T3;48,11
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2021T2;46,28
Ambos sexos;37 Salamanca;Tasa de empleo de la población;2021T1;44,32
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2023T4;59,45
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2023T3;57,72
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2023T2;58,40
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2023T1;57,17
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2022T4;57,21
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2022T3;56,08
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2022T2;57,67
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2022T1;58,69
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2021T4;58,71
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2021T3;58,23
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2021T2;56,34
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de actividad;2021T1;55,86
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T4;16,94
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T3;15,86
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T2;16,17
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2023T1;19,31
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T4;16,01
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T3;17,84
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T2;17,43
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2022T1;20,06
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T4;19,76
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T3;23,48
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T2;25,61
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de paro de la población;2021T1;25,18
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T4;49,37
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T3;48,57
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T2;48,96
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2023T1;46,13
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T4;48,05
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T3;46,07
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T2;47,62
Ambos sexos;38 Santa Cruz de Tenerife;Tasa de empleo de la población;2022T1;46,92
